AMST,110-01,Intro to African American Studies: Black Culture and Politics from Du Bois to Obama,fall,2013
AMST,194-01,"Mixed Race Media: Identity, Representation, and Politics",fall,2013
AMST,200-01,Critical Methods for American Studies Research,fall,2013
AMST,240-01,"Race, Culture and Ethnicity in Education",fall,2013
AMST,248-01,Jim Crow,fall,2013
AMST,294-01,Cold War Gets Hot: Sex and Gender in First and Second World Literatures,fall,2013
AMST,294-02,Resisting Minnesota,fall,2013
AMST,300-01,Jr Civic Engagement Seminar,fall,2013
AMST,305-01,"Race, Sex, and Work in a Global Economy",fall,2013
AMST,308-01,Introduction to U.S. Latino Studies,fall,2013
AMST,330-01,Mellon Seminar,fall,2013
AMST,334-01,Cultural Studies and the Media,fall,2013
AMST,445-01,Frontera: The U.S./Mexico Border,fall,2013
ANTH,111-01,Cultural Anthropology,fall,2013
ANTH,111-02,Cultural Anthropology,fall,2013
ANTH,112-01,Archaeology and Human Origins,fall,2013
ANTH,194-01,"Evolutionary Anthropology: Facts, Fantasies and Frauds",fall,2013
ANTH,230-01,Ethnographic Interviewing,fall,2013
ANTH,239-01,Medical Anthropology,fall,2013
ANTH,240-01,Human Osteology and Paleopathology,fall,2013
ANTH,255-01,Peoples and Cultures of Latin America,fall,2013
ANTH,294-01,Anthropology through Science Fiction,fall,2013
ANTH,294-02,Representing the World As It Is: Histories and Theories of Ethnographic Film,fall,2013
ANTH,362-01,Culture and Globalization,fall,2013
ANTH,363-01,Anthropology of Development,fall,2013
ANTH,405-01,Ethnomusicology,fall,2013
ANTH,487-01,Theory in Anthropology,fall,2013
ART,130-01,Drawing I,fall,2013
ART,130-02,Drawing I,fall,2013
ART,131-01,Introduction to Ceramics,fall,2013
ART,133-01,Introduction to Ceramics: The Magic of the Wheel,fall,2013
ART,149-01,Introduction to Visual Culture,fall,2013
ART,160-01,Art of the West I,fall,2013
ART,170-01,Art of the East I: China,fall,2013
ART,234-01,Painting I: An Introduction to Painting with Oil Paints,fall,2013
ART,235-01,Sculpture I,fall,2013
ART,236-01,Printmaking I,fall,2013
ART,239-01,2-D Design,fall,2013
ART,252-01,"Gender, Sexualities, and Feminist Visual Culture",fall,2013
ART,252-02,"Gender, Sexualities, and Feminist Visual Culture",fall,2013
ART,271-01,Japan and the (Inter)National Modern,fall,2013
ART,294-01,Intro to Digital Photography,fall,2013
ART,367-01,3-D Design: Structures and the Built Environment,fall,2013
ART,373-01,Printmaking II,fall,2013
ART,374-01,Ceramic Art II,fall,2013
ART,487-01,Art History Methodology Seminar,fall,2013
ART,490-08,Art Apprenticeship,fall,2013
ART,490-16,Art Apprenticeship,fall,2013
ASIA,111-01,Introduction to Asian Studies,fall,2013
ASIA,140-01,Introduction to East Asian Civilization,fall,2013
ASIA,170-01,Art of the East I: China,fall,2013
ASIA,194-01,Love and Death in 18th-20th Century Japanese Literature,fall,2013
ASIA,236-01,Indian Philosophies,fall,2013
ASIA,255-01,China on Screen,fall,2013
ASIA,255-01,China on Screen,fall,2013
ASIA,274-01,The Great Tradition in China before 1840,fall,2013
ASIA,277-01,The Rise of Modern Japan,fall,2013
ASIA,294-01,Bad Women: Portrayal of Female Villians in Japanese Literature and Culture,fall,2013
ASIA,294-02,Sanskrit and Classical Religion in India,fall,2013
ASIA,294-03,Japan/(Inter)National Modern,fall,2013
BIOL,144-01,"Lakes, Streams and Rivers",fall,2013
BIOL,194-01,The Heart and Soul of Biology,fall,2013
BIOL,255-01,Cell Biology and Genetics Laboratory Methods,fall,2013
BIOL,255-02,Cell Biology and Genetics Laboratory Methods,fall,2013
BIOL,255-03,Cell Biology and Genetics Laboratory Methods,fall,2013
BIOL,260-01,Genetics,fall,2013
BIOL,265-01,Cell Biology,fall,2013
BIOL,270-01,Biodiversity and Evolution,fall,2013
BIOL,270-02,Biodiversity and Evolution,fall,2013
BIOL,270-L1,Biodiversity and Evolution Lab,fall,2013
BIOL,270-L2,Biodiversity and Evolution Lab,fall,2013
BIOL,270-L3,Biodiversity and Evolution Lab,fall,2013
BIOL,285-01,Ecology,fall,2013
BIOL,285-L1,Ecology Lab,fall,2013
BIOL,285-L2,Ecology Lab,fall,2013
BIOL,345-01,Field Botany,fall,2013
BIOL,345-L1,Field Botany Lab,fall,2013
BIOL,351-01,Biochemistry I,fall,2013
BIOL,351-L1,Biochemistry I Lab,fall,2013
BIOL,351-L2,Biochemistry I Lab,fall,2013
BIOL,358-01,Microbiology,fall,2013
BIOL,358-L1,Microbiology Lab,fall,2013
BIOL,358-L2,Microbiology Lab,fall,2013
BIOL,360-01,Neuroanatomy,fall,2013
BIOL,360-L1,Neuroanatomy Lab,fall,2013
BIOL,369-01,Developmental Biology,fall,2013
BIOL,369-L1,Developmental Biology Lab,fall,2013
BIOL,394-01,Topics in Cancer Biology,fall,2013
BIOL,394-02,Research in Palebiology,fall,2013
BIOL,394-03,Seminar in Conservation Biology,fall,2013
BIOL,394-L1,Research in Paleobiology Lab,fall,2013
BIOL,472-01,Research in Molecular Biology,fall,2013
BIOL,472-L1,Research in Molecular Biology Lab,fall,2013
CHEM,111-01,General Chemistry I: Structure and Equilibrium,fall,2013
CHEM,111-02,General Chemistry I: Structure and Equilibrium,fall,2013
CHEM,111-03,General Chemistry I: Structure and Equilibrium,fall,2013
CHEM,111-04,General Chemistry I: Structure and Equilibrium,fall,2013
CHEM,111-L1,General Chemistry I: Structure and Equilibrium,fall,2013
CHEM,111-L2,General Chemistry I: Structure and Equilibrium,fall,2013
CHEM,111-L3,General Chemistry I: Structure and Equilibrium,fall,2013
CHEM,111-L4,General Chemistry I: Structure and Equilibrium,fall,2013
CHEM,111-L5,General Chemistry I: Structure and Equilibrium,fall,2013
CHEM,111-L6,General Chemistry I: Structure and Equilibrium,fall,2013
CHEM,111-L7,General Chemistry I: Structure and Equilibrium,fall,2013
CHEM,111-L8,General Chemistry I: Structure and Equilibrium,fall,2013
CHEM,194-01,Environmental Chemistry,fall,2013
CHEM,194-L1,Environmental Chemistry Lab,fall,2013
CHEM,211-01,Organic Chemistry I,fall,2013
CHEM,211-02,Organic Chemistry I,fall,2013
CHEM,211-L1,Organic Chemistry I Lab,fall,2013
CHEM,211-L2,Organic Chemistry I Lab,fall,2013
CHEM,211-L3,Organic Chemistry I Lab,fall,2013
CHEM,211-L4,Organic Chemistry I Lab,fall,2013
CHEM,300-01,Chemistry Seminar,fall,2013
CHEM,311-01,Thermodynamics and Kinetics,fall,2013
CHEM,311-L1,Thermodynamics/Kinetics Lab,fall,2013
CHEM,311-L2,Thermodynamics/Kinetics Lab,fall,2013
CHEM,351-01,Biochemistry I,fall,2013
CHEM,351-L1,Biochemistry I Lab,fall,2013
CHEM,351-L2,Biochemistry I Lab,fall,2013
CHEM,361-01,Advanced Organic Chemistry,fall,2013
CHEM,411-01,Advanced Inorganic Chemistry,fall,2013
CHEM,411-L1,Adv Inorganic Chemistry Lab,fall,2013
CHIN,101-01,First Year Chinese I,fall,2013
CHIN,101-02,First Year Chinese I,fall,2013
CHIN,101-L1,First Year Chinese I Lab,fall,2013
CHIN,101-L2,First Year Chinese I Lab,fall,2013
CHIN,101-L3,First Year Chinese I Lab,fall,2013
CHIN,203-01,Second Year Chinese I,fall,2013
CHIN,203-02,Second Year Chinese I,fall,2013
CHIN,203-L1,Second Year Chinese I Lab,fall,2013
CHIN,203-L2,Second Year Chinese I Lab,fall,2013
CHIN,203-L3,Second Year Chinese I Lab,fall,2013
CHIN,255-01,China on Screen,fall,2013
CHIN,255-01,China on Screen,fall,2013
CHIN,303-01,Third Year Chinese I,fall,2013
CHIN,303-L1,Third Year Chinese I Lab,fall,2013
CHIN,303-L2,Third Year Chinese I Lab,fall,2013
CHIN,407-01,Fourth Year Chinese I,fall,2013
CHIN,494-01,A Kaleidoscope of China: Chinese in Contexts,fall,2013
CLAS,111-01,Elementary Latin I,fall,2013
CLAS,111-L1,Elementary Latin I Lab,fall,2013
CLAS,113-01,Elementary Arabic I,fall,2013
CLAS,113-L1,Elementary Arabic I Lab,fall,2013
CLAS,115-01,Elementary Greek I,fall,2013
CLAS,115-L1,Elementary Greek I Lab,fall,2013
CLAS,115-L2,Elementary Greek I Lab,fall,2013
CLAS,121-01,The Greek World,fall,2013
CLAS,160-01,Intro to Ancient/Medieval Art,fall,2013
CLAS,194-01,Early Arab and Persian Empires (200 BCE) – 850 CE,fall,2013
CLAS,231-01,Intermediate Latin: Prose,fall,2013
CLAS,237-01,Intermediate Hebrew I,fall,2013
CLAS,241-01,Intermediate Arabic I,fall,2013
CLAS,241-L1,Intermediate Arabic I Lab,fall,2013
CLAS,261-01,Intermediate Greek: Prose,fall,2013
CLAS,261-L1,Intermediate Greek: Prose Lab,fall,2013
CLAS,294-01,Sanskrit and Classical Religion in India,fall,2013
CLAS,294-02,Arabic Reading and Translation,fall,2013
CLAS,487-01,Advanced Reading in Greek,fall,2013
CLAS,490-01,Senior Seminar,fall,2013
COMP,120-01,Computing and Society: Exploring the Political and Social Structure of the Web,fall,2013
COMP,120-L1,Computing and Society Lab,fall,2013
COMP,121-01,Introduction to Scientific Programming,fall,2013
COMP,123-01,Core Concepts in Computer Science,fall,2013
COMP,123-02,Core Concepts in Computer Science,fall,2013
COMP,124-01,Object-Oriented Programming and Data Structures,fall,2013
COMP,124-L1,Object-Oriented Programming and Data Structures,fall,2013
COMP,154-01,Ethics and the Internet,fall,2013
COMP,221-01,Algorithm Design and Analysis,fall,2013
COMP,240-01,Computer Systems Organization,fall,2013
COMP,340-01,Digital Electronics,fall,2013
COMP,340-L1,Digital Electronics Lab,fall,2013
COMP,440-01,Collective Intelligence,fall,2013
COMP,445-01,Parallel and Distributed Processing,fall,2013
COMP,490-01,Senior Capstone Seminar,fall,2013
ECON,113-01,Financial Accounting,fall,2013
ECON,113-02,Financial Accounting,fall,2013
ECON,119-01,Principles of Economics,fall,2013
ECON,119-02,Principles of Economics,fall,2013
ECON,119-03,Principles of Economics,fall,2013
ECON,119-04,Principles of Economics,fall,2013
ECON,119-05,Principles of Economics,fall,2013
ECON,194-01,World Economic History,fall,2013
ECON,210-01,Business Communications,fall,2013
ECON,221-01,Introduction to International Economics,fall,2013
ECON,221-02,Introduction to International Economics,fall,2013
ECON,227-01,Adam Smith and Karl Marx,fall,2013
ECON,256-01,Intro to Investment Banking,fall,2013
ECON,294-01,Sports Economics,fall,2013
ECON,325-01,"China, Russia and Central Europe in Transition",fall,2013
ECON,342-01,Economics of Poverty in US,fall,2013
ECON,353-01,Managerial Accounting,fall,2013
ECON,361-01,Intermediate Microeconomic Analysis,fall,2013
ECON,361-02,Intermediate Microeconomic Analysis,fall,2013
ECON,371-01,Intermediate Macroeconomic Analysis,fall,2013
ECON,371-02,Intermediate Macroeconomic Analysis,fall,2013
ECON,381-01,Introduction to Econometrics,fall,2013
ECON,381-02,Introduction to Econometrics,fall,2013
ECON,381-L1,Intro to Econometrics Lab,fall,2013
ECON,381-L2,Intro to Econometrics Lab,fall,2013
ECON,426-01,International Economic Development,fall,2013
ECON,442-01,Labor Economics,fall,2013
ECON,444-01,Honors Seminar,fall,2013
ECON,457-01,Finance,fall,2013
EDUC,220-01,Educational Psychology,fall,2013
EDUC,240-01,"Race, Culture, and Ethnicity in Education",fall,2013
EDUC,275-01,Outdoor Environmental Education,fall,2013
EDUC,294-01,Learning to Read,fall,2013
EDUC,370-01,Education and the Challenge of Globalization,fall,2013
EDUC,390-01,Teaching and Learning in Urban Schools,fall,2013
EDUC,460-01,Education and Social Change,fall,2013
ENGL,101-01,College Writing,fall,2013
ENGL,115-01,Shakespeare,fall,2013
ENGL,125-01,Studies in Literature: Human Rights and the Humanities,fall,2013
ENGL,135-01,Poetry,fall,2013
ENGL,137-01,Novel,fall,2013
ENGL,150-01,Introduction to Creative Writing,fall,2013
ENGL,150-02,Introduction to Creative Writing,fall,2013
ENGL,150-03,Introduction to Creative Writing,fall,2013
ENGL,150-04,Introduction to Creative Writing,fall,2013
ENGL,150-05,Introduction to Creative Writing,fall,2013
ENGL,150-06,Introduction to Creative Writing,fall,2013
ENGL,150-07,Intro to Creative Writing: Creative Writing Narrative Mechanics,fall,2013
ENGL,265-01,Justice,fall,2013
ENGL,280-01,Crafts of Writing: Poetry,fall,2013
ENGL,281-01,Crafts of Writing: Fiction,fall,2013
ENGL,281-02,Crafts of Writing: Fiction,fall,2013
ENGL,294-01,Learning to Read,fall,2013
ENGL,294-02,Tearjerkers,fall,2013
ENGL,294-03,The Literary Bible,fall,2013
ENGL,294-04,Jane Austen,fall,2013
ENGL,294-05,Creative Writing: Young Adult Fiction,fall,2013
ENGL,294-06,"Icons, Ideas, Instruments: Feminist Re-constructions",fall,2013
ENGL,367-01,Postcolonial Theory,fall,2013
ENGL,377-01,Native American Literature,fall,2013
ENGL,394-01,A Kafkaesque Century,fall,2013
ENGL,400-02,Literature and the Sense of Touch,fall,2013
ENGL,406-01,Projects in Creative Writing,fall,2013
ENVI,140-01,The Earth's Climate System,fall,2013
ENVI,140-L1,The Earth's Climate System Lab,fall,2013
ENVI,144-01,"Lakes, Streams and Rivers",fall,2013
ENVI,150-01,Climate and Society,fall,2013
ENVI,160-01,Dynamic Earth/Global Change,fall,2013
ENVI,160-02,Dynamic Earth/Global Change,fall,2013
ENVI,160-L1,Dynamic Earth/Global Chng Lab,fall,2013
ENVI,160-L2,Dynamic Earth/Global Chng Lab,fall,2013
ENVI,160-L3,Dynamic Earth/Global Chng Lab,fall,2013
ENVI,172-01,Psychology in the Material World,fall,2013
ENVI,194-01,Architecture + Circumstance + Sustainability,fall,2013
ENVI,202-01,Sustainability and the Campus,fall,2013
ENVI,215-01,Environmental Politics/Policy,fall,2013
ENVI,252-01,Water and Power,fall,2013
ENVI,270-01,Psychology of Sustainable Behavior,fall,2013
ENVI,275-01,Outdoor Environmental Education,fall,2013
ENVI,285-01,Ecology,fall,2013
ENVI,285-L1,Ecology Lab,fall,2013
ENVI,285-L2,Ecology Lab,fall,2013
ENVI,294-01,Farm and Forest: African Environmental History,fall,2013
ENVI,294-02,Land Change Science in the Global South,fall,2013
ENVI,370-01,Education and the Challenge of Globalization,fall,2013
ENVI,394-01,Environmental GIS,fall,2013
ENVI,394-02,Intro to Remote Sensing,fall,2013
ENVI,394-L1,Environmental GIS Lab,fall,2013
ENVI,394-L2,Intro to Remote Sensing Lab,fall,2013
ENVI,477-01,Comparative Environment and Development Studies,fall,2013
ENVI,478-01,Cities of the 21st Century,fall,2013
ENVI,489-01,Environmental Leadership Pract,fall,2013
ENVI,490-01,Envi St Leadership Seminar,fall,2013
FREN,101-01,French I,fall,2013
FREN,101-02,French I,fall,2013
FREN,101-L1,French I lab,fall,2013
FREN,101-L2,French I Lab,fall,2013
FREN,101-L3,French I Lab,fall,2013
FREN,101-L4,French I Lab,fall,2013
FREN,102-01,French II,fall,2013
FREN,102-L1,French II Lab,fall,2013
FREN,111-01,Accelerated French I-II,fall,2013
FREN,111-L1,Accelerated French I-II Lab,fall,2013
FREN,111-L2,Accelerated French I-II Lab,fall,2013
FREN,194-01,Representations of Culture and Identity: Children and Youth In Francophone Cinema,fall,2013
FREN,203-01,French III,fall,2013
FREN,203-02,French III,fall,2013
FREN,203-03,French III,fall,2013
FREN,203-L1,French III Lab,fall,2013
FREN,203-L2,French III Lab,fall,2013
FREN,203-L3,French III Lab,fall,2013
FREN,203-L4,French III Lab,fall,2013
FREN,203-L5,French III Lab,fall,2013
FREN,203-L6,French III Lab,fall,2013
FREN,204-01,"Text, Film and Media",fall,2013
FREN,204-02,"Text, Film and Media",fall,2013
FREN,204-L1,"Text, Film and Media Lab",fall,2013
FREN,204-L2,"Text, Film and Media Lab",fall,2013
FREN,204-L3,"Text, Film and Media Lab",fall,2013
FREN,204-L4,"Text, Film and Media Lab",fall,2013
FREN,305-01,Advanced Expression: Communication Tools,fall,2013
FREN,305-02,Advanced Expression: Communication Tools,fall,2013
FREN,305-L1,Advanced Expression: Communication Tools,fall,2013
FREN,305-L2,Advanced Expression: Communication Tools,fall,2013
FREN,305-L3,Advanced Expression: Communication Tools,fall,2013
FREN,306-01,Introduction to Literary Analysis,fall,2013
FREN,394-01,"Stylistique, grammaire et traduction (Style, Grammar, and Translation)",fall,2013
FREN,407-01,Voix du Nord,fall,2013
FREN,416-01,Religions in Africa; Cross Readings Between Literature and Theology on Social Cultural Changes,fall,2013
GEOG,111-01,Human Geography of Global Issues,fall,2013
GEOG,112-01,Introduction to Urban Studies,fall,2013
GEOG,194-01,Contagion: The Human Ecology of Infectious Diseases,fall,2013
GEOG,194-02,World Regional Geography,fall,2013
GEOG,225-01,Intro to Geog Info Systems,fall,2013
GEOG,225-02,Intro to Geog Info Systems,fall,2013
GEOG,225-L1,Intro to Geog Info Systems Lab,fall,2013
GEOG,225-L2,Intro to Geog Info Systems Lab,fall,2013
GEOG,225-L3,Intro to Geog Info Systems Lab,fall,2013
GEOG,241-01,Urban Geography,fall,2013
GEOG,242-01,Regional Geography of the US and Canada,fall,2013
GEOG,243-01,Geography of Africa: Local Resources and Livelihoods in a Global Context,fall,2013
GEOG,252-01,Water and Power,fall,2013
GEOG,256-01,Medical Geography: The Geography of Health and Health Care,fall,2013
GEOG,262-01,Metro Analysis,fall,2013
GEOG,294-01,Land Change Science in the Global South,fall,2013
GEOG,362-01,Introduction to Remote Sensing,fall,2013
GEOG,362-L1,Introduction to Remote Sensing,fall,2013
GEOG,367-01,Environmental GIS,fall,2013
GEOG,367-L1,Environmental GIS Lab,fall,2013
GEOG,377-01,Qualitative Research Methods,fall,2013
GEOG,488-01,Comparative Environment and Development Studies,fall,2013
GEOG,488-02,Cities of the 21st Century,fall,2013
GEOL,160-01,Dynamic Earth/Global Change,fall,2013
GEOL,160-02,Dynamic Earth/Global Change,fall,2013
GEOL,160-L1,Dynamic Earth/Global Chng Lab,fall,2013
GEOL,160-L2,Dynamic Earth/Global Chng Lab,fall,2013
GEOL,160-L3,Dynamic Earth/Global Chng Lab,fall,2013
GEOL,250-01,Mineralogy,fall,2013
GEOL,260-01,Geomorphology,fall,2013
GEOL,260-L1,Geomorphology Lab,fall,2013
GEOL,394-01,Sequence Stratigraphy and Taphonomy,fall,2013
GEOL,400-01,Capstone Research Methods in Geology,fall,2013
GEOL,494-01,Research in Taphonomy/Bonebeds,fall,2013
GEOL,494-L1,Research in Taphonomy/Bonebeds Lab,fall,2013
GERM,101-01,Elementary German I,fall,2013
GERM,101-L1,Elementary German I Lab,fall,2013
GERM,101-L2,Elementary German I Lab,fall,2013
GERM,101-L4,Elementary German I Lab,fall,2013
GERM,110-01,Accelerated Elementary German,fall,2013
